Timestamp,Device Name,Field Name,Addr,Reading Value,Condition,Threshold
2026-07-20 20:29:24,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:29:28,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:29:35,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:29:40,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:29:47,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:29:51,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:29:58,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:03,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:10,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:14,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:19,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:26,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:31,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:38,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:42,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:49,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:54,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:30:58,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:03,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:07,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:14,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:19,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:26,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:30,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:37,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:42,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:49,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:31:54,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:01,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:05,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:12,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:17,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:24,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:28,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:35,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:40,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:46,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:51,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:32:58,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:33:03,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:33:09,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
2026-07-20 20:33:14,PLC_SLAVE_1_S1_502,Voltage Monitor,1,328.5287170410156,>,250.0
